Iteration 155000, loss = 0.245, ber = 0.00993
Iteration 156000, loss = 0.242, ber = 0.00971
Iteration 157000, loss = 0.244, ber = 0.00981
Iteration 158000, loss = 0.241, ber = 0.00988
Iteration 159000, loss = 0.246, ber = 0.00998
Iteration 160000, loss = 0.235, ber = 0.00949
Iteration 161000, loss = 0.243, ber = 0.00980
Iteration 162000, loss = 0.245, ber = 0.00997
Iteration 163000, loss = 0.230, ber = 0.00923
Iteration 164000, loss = 0.238, ber = 0.00968
Iteration 165000, loss = 0.246, ber = 0.00999
Iteration 166000, loss = 0.234, ber = 0.00939
Iteration 167000, loss = 0.247, ber = 0.01010
Iteration 168000, loss = 0.241, ber = 0.00967
Iteration 169000, loss = 0.241, ber = 0.00979
Iteration 170000, loss = 0.238, ber = 0.00967
Iteration 171000, loss = 0.243, ber = 0.00978
Iteration 172000, loss = 0.240, ber = 0.00955
Iteration 173000, loss = 0.246, ber = 0.01010
Iteration 174000, loss = 0.242, ber = 0.00965
Iteration 175000, loss = 0.243, ber = 0.00988
Iteration 176000, loss = 0.237, ber = 0.00932
Iteration 177000, loss = 0.246, ber = 0.00998
Iteration 178000, loss = 0.245, ber = 0.00978
Iteration 179000, loss = 0.241, ber = 0.00989
Iteration 180000, loss = 0.234, ber = 0.00936
Iteration 181000, loss = 0.236, ber = 0.00959
Iteration 182000, loss = 0.236, ber = 0.00961
Iteration 183000, loss = 0.238, ber = 0.00949
Iteration 184000, loss = 0.241, ber = 0.00971
Iteration 185000, loss = 0.240, ber = 0.00975
Iteration 186000, loss = 0.240, ber = 0.00975
Iteration 187000, loss = 0.243, ber = 0.00977
Iteration 188000, loss = 0.239, ber = 0.00957
Iteration 189000, loss = 0.244, ber = 0.00983
Iteration 190000, loss = 0.248, ber = 0.00990
Iteration 191000, loss = 0.240, ber = 0.00972
Iteration 192000, loss = 0.237, ber = 0.00960
Iteration 193000, loss = 0.244, ber = 0.00998
Iteration 194000, loss = 0.242, ber = 0.00957
Iteration 195000, loss = 0.245, ber = 0.01003
Iteration 196000, loss = 0.247, ber = 0.01007
Iteration 197000, loss = 0.242, ber = 0.00972
Iteration 198000, loss = 0.245, ber = 0.01005
Iteration 199000, loss = 0.239, ber = 0.00980
Iteration 200000, loss = 0.244, ber = 0.00985
Iteration 201000, loss = 0.244, ber = 0.01002
Iteration 202000, loss = 0.240, ber = 0.00973
Iteration 203000, loss = 0.241, ber = 0.00949
Iteration 204000, loss = 0.242, ber = 0.00964
Iteration 205000, loss = 0.247, ber = 0.00991
Iteration 206000, loss = 0.240, ber = 0.00967
Iteration 207000, loss = 0.244, ber = 0.00979
Iteration 208000, loss = 0.241, ber = 0.00983
Iteration 209000, loss = 0.233, ber = 0.00937
Iteration 210000, loss = 0.243, ber = 0.00983
Iteration 211000, loss = 0.241, ber = 0.00984
Iteration 212000, loss = 0.235, ber = 0.00951
Iteration 213000, loss = 0.241, ber = 0.00997
Iteration 214000, loss = 0.248, ber = 0.00995
Iteration 215000, loss = 0.245, ber = 0.01006
Iteration 216000, loss = 0.232, ber = 0.00936
Iteration 217000, loss = 0.249, ber = 0.01024
Iteration 218000, loss = 0.240, ber = 0.00953
Iteration 219000, loss = 0.237, ber = 0.00961
Iteration 220000, loss = 0.236, ber = 0.00953
Iteration 221000, loss = 0.244, ber = 0.00994
Iteration 222000, loss = 0.239, ber = 0.00960
Iteration 223000, loss = 0.235, ber = 0.00934
Iteration 224000, loss = 0.235, ber = 0.00942
